,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
114,Northwestern University,Center for Talent Development,Stop-Motion Storytelling (Gr. 4-5),Technology & Engineering,"This course runs Monday through Friday, July 17 – July 21. Tell your story, one frame at a time! This class reinforces the essentials of storytelling – plot, theme, character and setting – and applies them to the creation of original, stop-motion short films using advanced software and technology. Learn how to take, edit and create individual photos that add up to a moving story!",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 21, 2023","July 17, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1049"
115,Northwestern University,Center for Talent Development,Surprising Spills and Messes AM (PreK - K),Science,"This course runs Monday through Friday, July 31 – Aug 4. Pour, stir, and spill! Students create their own crazy chemistry concoctions, observe the amazing (sometimes messy) results, and document their discoveries and conclusions. Aspiring scientists develop their reasoning skills through exploration of the properties of liquids, solids and gases, including differences in shape and boundaries.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1021"
116,Northwestern University,Center for Talent Development,Surprising Spills and Messes PM (PreK - K),Science,"This course runs Monday through Friday, July 31 – Aug 4. Pour, stir, and spill! Students create their own crazy chemistry concoctions, observe the amazing (sometimes messy) results, and document their discoveries and conclusions. Aspiring scientists develop their reasoning skills through exploration of the properties of liquids, solids and gases, including differences in shape and boundaries.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1020"
117,Northwestern University,Center for Talent Development,Surprising Spills and Messes PM (PreK - K),Science,"This course runs Monday through Friday, July 24 – July 28. Pour, stir, and spill! Students create their own crazy chemistry concoctions, observe the amazing (sometimes messy) results, and document their discoveries and conclusions. Aspiring scientists develop their reasoning skills through exploration of the properties of liquids, solids and gases, including differences in shape and boundaries.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1019"
118,Northwestern University,Center for Talent Development,Survivor Math (Gr. 4-5),Mathematics,"This course runs Monday through Friday, July 24 – July 28. Students imagine themselves in a variety of situations and play out scenarios that require problem-solving skills to survive. Measuring, building, mapping and calculating ensure survival while they push students’ spatial reasoning, algebraic thinking and computational skills in order to make it out alive. The application of math concepts in novel and intriguing contexts encourages creative mathematical thinking in any setting, which is foundational for future study in other disciplines such as physics, engineering and operations research.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1053"
119,Northwestern University,Center for Talent Development,The Math of Games (Gr. 5-6),Mathematics,"This course runs Monday through Friday, July 24 – Aug 4. Students examine critical math topics through the lens of puzzles and games including chess, modern strategy, and games of chance. Explore concepts from algebra and geometry, as well as probability and statistics. Apply the concepts of risk analysis, expected value, and outcomes to create your own game and predict the success of the players! The course culminates with a carnival of student-created games.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1067"
120,Northwestern University,Center for Talent Development,The Math of Games (Gr. 5-6),Mathematics,"This course runs Monday through Friday, July 10 – July 21. Students examine critical math topics through the lens of puzzles and games including chess, modern strategy, and games of chance. Explore concepts from algebra and geometry, as well as probability and statistics. Apply the concepts of risk analysis, expected value, and outcomes to create your own game and predict the success of the players! The course culminates with a carnival of student-created games.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1066"
121,Northwestern University,Center for Talent Development,"The Wars Within:  Allergies, Diseases, and Our Immune System (Gr. 5-6)",Science,"This course runs Monday through Friday, July 10 – July 21. Explore how our bodies respond to allergens, disease causing pathogens, and everyday microorganisms by exploring different types of microscopic invaders. Investigate how each person's immune system keeps them healthy, as well as the mechanisms that allow infectious diseases to spread between people locally and globally. This interdisciplinary course connects science, history, and current events and will include hands-on activities and labs.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1500,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1060"
122,Northwestern University,Center for Talent Development,VEX® Robotics,Technology & Engineering,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  Using VEX®, a robotics system consisting of modular hardware, sensors, and programming software, collaborate to create custom machines that execute tasks in a battle of creativity, design, and execution. Students gain exposure to contemporary examples of robotics technology and pressing questions raised by their application. Used in the world-famous FIRST® Tech and Robotics challenges, VEX® robotics teaches students engineering, design, build, and collaborative skills crucial in emerging design and engineering careers.   ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1074"
123,Northwestern University,Center for Talent Development,World History Honors,Arts & Humanities,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Examine world cultures from the rise of civilization through up to the present day. This course emphasizes the analysis of the universal themes of politics, economics, religions, social traditions, intellectual developments, and aesthetics to understand and look for patterns in world societies. Skills related to critical reading and writing skills, historical comprehension, chronological thinking, historical analysis, interpretation, and geographic literacy are enhanced through the use of a variety of multimedia resources including primary source documents and other historical materials.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1118"
